term,p_pos,p_neg,class
soufflés,1.0,0.0,positivo
league,0.7894736842105263,0.21052631578947367,positivo
resquentado,0.0,1.0,negativo
brito,0.9649298597194388,0.035070140280561116,positivo
desafinada,0.38461538461538464,0.6153846153846154,negativo
aska,0.9360269360269359,0.06397306397306397,positivo
instagramável,0.8888888888888888,0.1111111111111111,positivo
hots,0.8278481012658228,0.17215189873417722,positivo
idependente,1.0,0.0,positivo
valduga,0.9545454545454546,0.045454545454545456,positivo
soutée,1.0,0.0,positivo
alacartes,1.0,0.0,positivo
mollejas,0.95,0.05,positivo
caiprinha,0.9487179487179488,0.05128205128205128,positivo
lareira,0.9551820728291316,0.04481792717086835,positivo
pornográfico,1.0,0.0,positivo
compensavel,1.0,0.0,positivo
mario,0.9489795918367347,0.051020408163265314,positivo
obesa,0.5714285714285714,0.42857142857142855,positivo
estrovertido,1.0,0.0,positivo
bóia,0.9523809523809524,0.047619047619047616,positivo
plausíveis,0.25,0.75,negativo
difrente,0.6666666666666666,0.3333333333333333,positivo
mooquense,1.0,0.0,positivo
casquinho,0.9415384615384615,0.05846153846153846,positivo
decotado,0.9230769230769232,0.07692307692307693,positivo
equitativa,0.75,0.25,positivo
educadissimo,0.9852941176470588,0.014705882352941175,positivo
colombo,0.9154929577464788,0.08450704225352113,positivo
reativo,0.8148148148148148,0.1851851851851852,positivo
contidas,0.7307692307692307,0.2692307692307692,positivo
precavido,0.6666666666666666,0.3333333333333333,positivo
convencidos,0.6111111111111112,0.3888888888888889,positivo
evitável,0.9166666666666666,0.08333333333333333,positivo
simpaticissima,1.0,0.0,positivo
conflitante,0.2857142857142857,0.7142857142857143,negativo
bariatrica,0.6,0.4,positivo
showw,0.9930069930069929,0.006993006993006993,positivo
perdoavel,0.6818181818181818,0.3181818181818182,positivo
tristeza,0.426056338028169,0.573943661971831,negativo
raziavel,1.0,0.0,positivo
agrada,0.9632132963988921,0.036786703601108035,positivo
autosserviço,1.0,0.0,positivo
nulas,1.0,0.0,positivo
joana,0.95,0.05,positivo
carooooo,0.6363636363636364,0.3636363636363637,positivo
halal,0.7777777777777778,0.2222222222222222,positivo
fashioned,0.8076923076923077,0.19230769230769232,positivo
fiorentino,0.9333333333333332,0.06666666666666668,positivo
inequecível,1.0,0.0,positivo
mecanica,0.625,0.375,positivo
amadorismo,0.128,0.872,negativo
bees,0.7037037037037037,0.2962962962962963,positivo
endurecido,0.32,0.68,negativo
sofisticas,1.0,0.0,positivo
hall,0.8777173913043478,0.12228260869565218,positivo
maranhese,1.0,0.0,positivo
bougainville,0.9375,0.0625,positivo
ganços,1.0,0.0,positivo
comics,1.0,0.0,positivo
execrável,0.25,0.75,negativo
orange,0.927536231884058,0.07246376811594203,positivo
sulmatogrossense,1.0,0.0,positivo
suuuuuuper,0.6923076923076923,0.3076923076923077,positivo
flamenca,1.0,0.0,positivo
oferta,0.854138581827986,0.145861418172014,positivo
doidinha,1.0,0.0,positivo
decilioso,1.0,0.0,positivo
delisiosa,1.0,0.0,positivo
funk,0.7278911564625851,0.272108843537415,positivo
haragano,0.8181818181818182,0.18181818181818185,positivo
lendários,1.0,0.0,positivo
cafofo,0.935483870967742,0.06451612903225806,positivo
sedenta,0.375,0.625,negativo
kafkas,1.0,0.0,positivo
pedreiro,0.9017857142857144,0.09821428571428573,positivo
tendentes,0.8584177349670656,0.14158226503293433,positivo
oblivium,1.0,0.0,positivo
miserê,0.8461538461538461,0.15384615384615385,positivo
duplicado,0.41935483870967744,0.5806451612903226,negativo
through,0.6666666666666666,0.3333333333333333,positivo
superestimados,0.5714285714285714,0.42857142857142855,positivo
exígua,0.3333333333333333,0.6666666666666666,negativo
marroquinho,1.0,0.0,positivo
creme,0.8941566907668602,0.10584330923313974,positivo
amanteigados,0.9722222222222222,0.027777777777777776,positivo
dulcíssima,0.6,0.4,positivo
pedinos,0.75,0.25,positivo
cosy,1.0,0.0,positivo
muirto,0.75,0.25,positivo
sabororosos,1.0,0.0,positivo
támbem,0.8666666666666667,0.13333333333333333,positivo
play,0.9355828220858896,0.06441717791411042,positivo
lajotinha,0.9285714285714286,0.07142857142857142,positivo
untuoso,0.9743589743589745,0.02564102564102564,positivo
ribeirinhas,1.0,0.0,positivo
aragosta,0.9111111111111112,0.08888888888888889,positivo
palmense,1.0,0.0,positivo
trovão,1.0,0.0,positivo
estupidamentes,1.0,0.0,positivo
impredível,1.0,0.0,positivo
biodegradáveis,0.8,0.2,positivo
vigésima,0.75,0.25,positivo
afixados,0.6666666666666666,0.3333333333333333,positivo
choux,0.95,0.05,positivo
malditas,0.5,0.5,negativo
recepcionistas,0.8181818181818182,0.18181818181818185,positivo
supermacia,1.0,0.0,positivo
longínquos,0.75,0.25,positivo
aconpanhamentos,1.0,0.0,positivo
rsrrs,0.9866666666666668,0.013333333333333334,positivo
misero,0.125,0.875,negativo
oitentista,1.0,0.0,positivo
melanzana,0.88,0.12,positivo
sólidas,0.5,0.5,negativo
coconut,0.875,0.125,positivo
tranqüilos,1.0,0.0,positivo
momentâneas,1.0,0.0,positivo
qualificativo,1.0,0.0,positivo
rápico,1.0,0.0,positivo
texanas,1.0,0.0,positivo
srmpre,1.0,0.0,positivo
caipiroskas,0.9516129032258064,0.04838709677419355,positivo
nervosinho,0.4444444444444444,0.5555555555555556,negativo
criminosa,0.16666666666666666,0.8333333333333334,negativo
delicíosos,1.0,0.0,positivo
atolado,0.803030303030303,0.19696969696969696,positivo
incômodos,0.7916666666666666,0.20833333333333331,positivo
restauraste,0.7857142857142857,0.21428571428571427,positivo
sincronizados,0.8333333333333334,0.16666666666666666,positivo
napolitanos,0.8571428571428571,0.14285714285714285,positivo
compensatória,1.0,0.0,positivo
árias,0.918002877092032,0.08199712290796814,positivo
expecial,1.0,0.0,positivo
petiskeira,0.8742857142857143,0.12571428571428572,positivo
fortíssimas,0.75,0.25,positivo
dona,0.7961590296495957,0.2038409703504043,positivo
gentins,1.0,0.0,positivo
líquidas,0.4444444444444444,0.5555555555555556,negativo
inglese,0.9850746268656716,0.01492537313432836,positivo
pacova,1.0,0.0,positivo
caroo,0.7714285714285715,0.22857142857142854,positivo
celestiais,1.0,0.0,positivo
maravilhosaaaaaa,1.0,0.0,positivo
equivocados,0.3333333333333333,0.6666666666666666,negativo
prepararada,0.75,0.25,positivo
partidos,0.7333333333333333,0.26666666666666666,positivo
navigatore,1.0,0.0,positivo
boae,0.8571428571428571,0.14285714285714285,positivo
vicente,0.951048951048951,0.04895104895104895,positivo
paxá,1.0,0.0,positivo
imprecionado,1.0,0.0,positivo
chico,0.9275700934579441,0.07242990654205607,positivo
murchinha,0.4,0.6,negativo
indivudual,1.0,0.0,positivo
martine,0.8301886792452831,0.16981132075471694,positivo
sofazinho,0.918032786885246,0.08196721311475409,positivo
novinhas,1.0,0.0,positivo
ahahaha,0.9059829059829059,0.09401709401709403,positivo
recuada,0.8571428571428571,0.14285714285714285,positivo
voltado,0.8448616600790514,0.1551383399209486,positivo
ironica,0.3409090909090909,0.6590909090909091,negativo
turísitico,1.0,0.0,positivo
muiiiiitos,1.0,0.0,positivo
09:00,0.875,0.125,positivo
pong,0.9696969696969696,0.030303030303030307,positivo
científicas,1.0,0.0,positivo
branquela,0.25,0.75,negativo
irados,0.7757685352622061,0.22423146473779385,positivo
gatronômico,1.0,0.0,positivo
pasmem,0.2588454376163873,0.7411545623836127,negativo
jarra,0.8111814345991561,0.18881856540084388,positivo
desapercebida,0.9090909090909092,0.09090909090909093,positivo
lotadoooo,1.0,0.0,positivo
been,0.8333333333333334,0.16666666666666666,positivo
doguinhos,1.0,0.0,positivo
repugnantes,0.0,1.0,negativo
pinolis,0.8888888888888888,0.1111111111111111,positivo
renovada,0.9695121951219512,0.03048780487804878,positivo
estensa,1.0,0.0,positivo
agaradável,1.0,0.0,positivo
olinda,0.9487179487179488,0.05128205128205128,positivo
conversado,0.6,0.4,positivo
dessas,0.7197802197802198,0.2802197802197802,positivo
diario,1.0,0.0,positivo
escondidinha,0.9807692307692308,0.019230769230769232,positivo
tiha,0.8333333333333334,0.16666666666666666,positivo
caricatas,1.0,0.0,positivo
avinagrado,0.08333333333333333,0.9166666666666666,negativo
desalinhadas,0.0,1.0,negativo
famosíssimos,0.8571428571428571,0.14285714285714285,positivo
nota10,0.9577464788732394,0.04225352112676056,positivo
prestigiado,0.8705882352941177,0.12941176470588234,positivo
caipvodca,0.7777777777777778,0.2222222222222222,positivo
impecácel,1.0,0.0,positivo
escorregadia,0.75,0.25,positivo
deliciosos-,1.0,0.0,positivo
onesto,0.9621081214514936,0.037891878548506536,positivo
djapa,0.9365079365079364,0.06349206349206349,positivo
hostel,0.93,0.07,positivo
perfieto,1.0,0.0,positivo
brite,0.75,0.25,positivo
fatiado,0.8020477815699659,0.19795221843003413,positivo
talheres,0.5543781372002231,0.4456218627997769,positivo
bronco,0.8,0.2,positivo
ótims,1.0,0.0,positivo
benficio,1.0,0.0,positivo
hotelaria,0.8372093023255814,0.16279069767441862,positivo
crème,0.9399141630901288,0.06008583690987125,positivo
arenosa,0.75,0.25,positivo
tica,0.9095753745100772,0.0904246254899227,positivo
plantado,0.72,0.28,positivo
karague,0.8823529411764706,0.1176470588235294,positivo
degua,0.8888888888888888,0.1111111111111111,positivo
judeu,0.8947368421052632,0.10526315789473684,positivo
eiffel,0.9767441860465116,0.02325581395348837,positivo
conversados,0.75,0.25,positivo
vaira,1.0,0.0,positivo
concorridíssimas,1.0,0.0,positivo
bondoso,0.75,0.25,positivo
anoréxicos,0.3333333333333333,0.6666666666666666,negativo
problematico,0.75,0.25,positivo
petite,0.9143007360672976,0.08569926393270241,positivo
televisiva,0.8,0.2,positivo
cetogênica,1.0,0.0,positivo
camelo,0.9344262295081968,0.06557377049180327,positivo
almoçaríamos,0.6153846153846154,0.38461538461538464,positivo
requintadíssimo,1.0,0.0,positivo
comunzinho,0.5,0.5,negativo
gatto,0.8823529411764706,0.1176470588235294,positivo
decorafo,0.75,0.25,positivo
hagen,0.9214659685863874,0.07853403141361258,positivo
repolho,0.8696369636963697,0.13036303630363036,positivo
minghon,0.75,0.25,positivo
pale,0.9383096853793954,0.061690314620604564,positivo
sadias,1.0,0.0,positivo
lucrativa,0.5,0.5,negativo
condimentadas,0.9310344827586208,0.06896551724137931,positivo
empática,0.8,0.2,positivo
derretidinha,1.0,0.0,positivo
lisos,0.6,0.4,positivo
emocionados,1.0,0.0,positivo
impressive,1.0,0.0,positivo
vitoriosa,1.0,0.0,positivo
jaonesa,0.75,0.25,positivo
maravilhoooooooso,1.0,0.0,positivo
boem,0.98125,0.01875,positivo
oference,0.88,0.12,positivo
governamentais,1.0,0.0,positivo
olimpico,0.9090909090909092,0.09090909090909093,positivo
estruturada,0.9566666666666668,0.043333333333333335,positivo
informativos,0.625,0.375,positivo
desrespeitados,0.029411764705882356,0.9705882352941176,negativo
caraca,0.8292682926829268,0.17073170731707318,positivo
vague,0.967741935483871,0.03225806451612903,positivo
irrefutável,1.0,0.0,positivo
maravilhooso,1.0,0.0,positivo
caça,0.8068783068783069,0.1931216931216931,positivo
beberíamos,0.5,0.5,negativo
muiiiitos,1.0,0.0,positivo
rodela,0.5271739130434783,0.4728260869565217,positivo
formadora,0.7777777777777778,0.2222222222222222,positivo
execlentes,1.0,0.0,positivo
gravatinha,1.0,0.0,positivo
desgastada,0.5294117647058824,0.4705882352941176,positivo
cortadinhas,1.0,0.0,positivo
onerosos,1.0,0.0,positivo
arraia,0.9544554455445544,0.045544554455445536,positivo
sem-vergonha,0.25,0.75,negativo
pré-preparados,0.4545454545454545,0.5454545454545454,negativo
unagui,0.8571428571428571,0.14285714285714285,positivo
idílica,0.75,0.25,positivo
superinteressante,0.8,0.2,positivo
climatizadas,1.0,0.0,positivo
subsolo,0.9581497797356828,0.04185022026431718,positivo
dudu,0.9137055837563453,0.08629441624365483,positivo
pândano,1.0,0.0,positivo
evangélicos,1.0,0.0,positivo
coqueiro,0.95,0.05,positivo
baiao,0.8671875,0.1328125,positivo
estorricadas,0.25,0.75,negativo
jocoso,0.16666666666666666,0.8333333333333334,negativo
mobile,1.0,0.0,positivo
costaneira,0.9333333333333332,0.06666666666666668,positivo
natalício,0.875,0.125,positivo
inerentes,1.0,0.0,positivo
provocantes,1.0,0.0,positivo
400ml,0.7272727272727273,0.2727272727272727,positivo
reclamona,0.6666666666666666,0.3333333333333333,positivo
desnorteadas,0.6666666666666666,0.3333333333333333,positivo
william,0.9890310786106032,0.010968921389396707,positivo
tìpica,0.875,0.125,positivo
aprecio,0.9377431906614786,0.0622568093385214,positivo
corais,0.9743589743589745,0.02564102564102564,positivo
louça,0.7844387755102041,0.21556122448979592,positivo
rebuscadas,0.8571428571428571,0.14285714285714285,positivo
chatmoso,1.0,0.0,positivo
complacente,0.6666666666666666,0.3333333333333333,positivo
araguaia,0.9491525423728814,0.05084745762711865,positivo
varejeira,0.07407407407407407,0.925925925925926,negativo
huuuuummm,1.0,0.0,positivo
carnista,0.8823529411764706,0.1176470588235294,positivo
sanguinolenta,0.75,0.25,positivo
desarrumadas,0.25,0.75,negativo
quarnicoes,1.0,0.0,positivo
descontarido,1.0,0.0,positivo
cookie,0.9683257918552036,0.03167420814479638,positivo
linha,0.9166114180478822,0.08338858195211786,positivo
vitamina,0.9506008010680908,0.04939919893190922,positivo
agravél,1.0,0.0,positivo
receptíveis,1.0,0.0,positivo
issso,0.7333333333333333,0.26666666666666666,positivo
muuuuuiito,0.42857142857142855,0.5714285714285714,negativo
delicioooso,1.0,0.0,positivo
aludido,1.0,0.0,positivo
vindas,0.8913857677902621,0.10861423220973784,positivo
categóricos,0.75,0.25,positivo
croata,1.0,0.0,positivo
gatou,0.9318181818181818,0.06818181818181818,positivo
acessórios,0.9455782312925172,0.054421768707482984,positivo
mexidoido,0.9506172839506172,0.04938271604938271,positivo
tamandaré,0.9605263157894736,0.03947368421052632,positivo
eater,0.8571428571428571,0.14285714285714285,positivo
carnavalescas,0.8,0.2,positivo
buscados,0.8421052631578947,0.15789473684210525,positivo
glamorosa,0.4,0.6,negativo
instrutura,0.9166666666666666,0.08333333333333333,positivo
pretíssimo,0.6666666666666666,0.3333333333333333,positivo
pedantes,0.7142857142857143,0.2857142857142857,positivo
reaproveitável,1.0,0.0,positivo
siesta,1.0,0.0,positivo
fútil,0.0,1.0,negativo
brocolis,0.8487972508591065,0.15120274914089346,positivo
inconformados,0.18181818181818185,0.8181818181818182,negativo
govinda,0.9910714285714286,0.008928571428571428,positivo
charcuteria,0.8,0.2,positivo
nescau,0.5666666666666667,0.43333333333333335,positivo
atendime,0.9348237995495298,0.06517620045047019,positivo
liiiindo,0.8333333333333334,0.16666666666666666,positivo
picui,0.9206349206349206,0.07936507936507936,positivo
ancioso,0.7647058823529411,0.2352941176470588,positivo
abalado,0.5,0.5,negativo
superio,0.8574306177260519,0.14256938227394808,positivo
edta,0.8965517241379308,0.10344827586206896,positivo
lotérica,0.8,0.2,positivo
rial,0.773037542662116,0.22696245733788395,positivo
maracilhosa,1.0,0.0,positivo
imigrante,0.9523809523809524,0.047619047619047616,positivo
tradicionalzão,0.6666666666666666,0.3333333333333333,positivo
genorosa,1.0,0.0,positivo
frites,0.8705882352941177,0.12941176470588234,positivo
organizaçao,0.8888888888888888,0.1111111111111111,positivo
operante,0.35714285714285715,0.6428571428571429,negativo
choices,1.0,0.0,positivo
xoxa,0.3,0.7,negativo
clenilton,1.0,0.0,positivo
copos,0.5647668393782384,0.4352331606217617,positivo
alicce,0.75,0.25,positivo
exceleste,1.0,0.0,positivo
beijupirá,0.8181818181818182,0.18181818181818185,positivo
emborrachada,0.2972972972972973,0.7027027027027027,negativo
empanturrada,0.8181818181818182,0.18181818181818185,positivo
parair,0.75,0.25,positivo
mezzogiorno,1.0,0.0,positivo
superfaturados,0.7058823529411765,0.29411764705882354,positivo
simpaticíssimas,1.0,0.0,positivo
ahah,0.921198668146504,0.07880133185349611,positivo
dileto,0.9745065789473684,0.025493421052631582,positivo
contemplativo,1.0,0.0,positivo
cadeira,0.7816156774284506,0.2183843225715494,positivo
escurão,1.0,0.0,positivo
chão,0.7475124378109452,0.2524875621890547,positivo
eleitoral,0.6,0.4,positivo
aguardassemos,0.875,0.125,positivo
generalista,1.0,0.0,positivo
brochette,0.5555555555555556,0.4444444444444444,positivo
saboreado,0.9679144385026738,0.032085561497326213,positivo
explicativa,0.6428571428571429,0.35714285714285715,positivo
angustiado,0.6666666666666666,0.3333333333333333,positivo
oásis,0.9932885906040269,0.006711409395973154,positivo
franco-brasileiro,1.0,0.0,positivo
trincada,0.5,0.5,negativo
proteina,0.8191489361702128,0.18085106382978725,positivo
bancárias,0.6666666666666666,0.3333333333333333,positivo
trezentas,0.6666666666666666,0.3333333333333333,positivo
especialissimo,1.0,0.0,positivo
chiq,0.9393241167434716,0.06067588325652841,positivo
influente,0.7777777777777778,0.2222222222222222,positivo
amalfitano,0.8571428571428571,0.14285714285714285,positivo
inquietas,0.0,1.0,negativo
reuno,1.0,0.0,positivo
destoantes,1.0,0.0,positivo
filleto,0.9423076923076924,0.0576923076923077,positivo
excitante,1.0,0.0,positivo
preimeira,1.0,0.0,positivo
ribe,0.925595238095238,0.0744047619047619,positivo
bávaro,0.7857142857142857,0.21428571428571427,positivo
desgustar,0.9629629629629628,0.037037037037037035,positivo
rellena,1.0,0.0,positivo
gentilíssima,1.0,0.0,positivo
nocturna,1.0,0.0,positivo
líquidos,0.6666666666666666,0.3333333333333333,positivo
friturinhas,0.8888888888888888,0.1111111111111111,positivo
creuset,1.0,0.0,positivo
limeña,1.0,0.0,positivo
bachalhau,1.0,0.0,positivo
enlouquecedora,0.8333333333333334,0.16666666666666666,positivo
enqto,0.7931034482758621,0.20689655172413796,positivo
irritadiços,0.6666666666666666,0.3333333333333333,positivo
funda,0.8313648293963255,0.16863517060367453,positivo
reseva,0.7,0.3,positivo
calçadão,0.9549019607843138,0.045098039215686274,positivo
icone,0.875,0.125,positivo
nefasto,0.25,0.75,negativo
canino,0.9,0.1,positivo
casqueiro,1.0,0.0,positivo
babento,0.3333333333333333,0.6666666666666666,negativo
extensiva,0.75,0.25,positivo
muuuuuuuito,0.859375,0.140625,positivo
before,0.875,0.125,positivo
cênico,1.0,0.0,positivo
booooa,1.0,0.0,positivo
circunvizinhos,1.0,0.0,positivo
instantanea,0.7368421052631579,0.2631578947368421,positivo
somemte,0.8,0.2,positivo
cuxa,0.9473684210526316,0.05263157894736842,positivo
ridiculos,0.0,1.0,negativo
surprese,1.0,0.0,positivo
pioneiras,0.9230769230769232,0.07692307692307693,positivo
côngrio,1.0,0.0,positivo
homofóbicas,0.0,1.0,negativo
parmediana,0.8913043478260869,0.10869565217391304,positivo
ficas,0.7196382428940569,0.28036175710594313,positivo
bonissima,1.0,0.0,positivo
rsrsrsrsr,0.9793814432989691,0.020618556701030927,positivo
jurídicos,0.6666666666666666,0.3333333333333333,positivo
suiná,1.0,0.0,positivo
atencion,1.0,0.0,positivo
sussegado,1.0,0.0,positivo
cínicos,0.0,1.0,negativo
desprezivel,0.5,0.5,negativo
dourados,0.9148936170212766,0.0851063829787234,positivo
penduradas,0.9497716894977168,0.0502283105022831,positivo
secundários,0.6,0.4,positivo
unattentive,0.6,0.4,positivo
perefeito,1.0,0.0,positivo
implicante,0.75,0.25,positivo
ateciosos,1.0,0.0,positivo
indicio,0.95,0.05,positivo
sprite,0.7021276595744681,0.2978723404255319,positivo
deliciososos,1.0,0.0,positivo
respeitada,0.4472049689440994,0.5527950310559007,negativo
lindoooooo,1.0,0.0,positivo
pequemo,0.875,0.125,positivo
ccom,0.8846153846153846,0.1153846153846154,positivo
espirito,0.9097744360902256,0.09022556390977443,positivo
afixado,0.7826086956521741,0.21739130434782608,positivo
vívida,0.75,0.25,positivo
homofóbico,0.2,0.8,negativo
delociosa,1.0,0.0,positivo
wrapes,1.0,0.0,positivo
bosco,0.9357142857142856,0.06428571428571428,positivo
inacessivel,0.6,0.4,positivo
desfiada,0.9122609673790776,0.08773903262092239,positivo
normalíssimo,1.0,0.0,positivo
sandino,1.0,0.0,positivo
sautte,1.0,0.0,positivo
mostard,0.8664997914059241,0.13350020859407594,positivo
barão,0.8896321070234113,0.11036789297658862,positivo
agradáve,0.9710815471043625,0.028918452895637707,positivo
zefa,0.9666666666666668,0.03333333333333333,positivo
psico,0.4791666666666667,0.5208333333333334,negativo
divisível,0.6,0.4,positivo
edificante,1.0,0.0,positivo
anyone,1.0,0.0,positivo
fiesta,0.625,0.375,positivo
cangas,0.9,0.1,positivo
desprevenidos,0.75,0.25,positivo
alinhada,0.9406175771971496,0.05938242280285035,positivo
ao.vivo,1.0,0.0,positivo
hercúlea,1.0,0.0,positivo
instantâneos,0.8,0.2,positivo
ameeeeei,1.0,0.0,positivo
bistecca,0.8823529411764706,0.1176470588235294,positivo
voçe,0.8958333333333334,0.10416666666666667,positivo
partilha,0.9130111524163568,0.08698884758364313,positivo
antônio,0.9811498586239396,0.01885014137606032,positivo
playboy,0.7037037037037037,0.2962962962962963,positivo
desativada,0.75,0.25,positivo
licorosa,0.8,0.2,positivo
paquistanês,1.0,0.0,positivo
chesse,0.8911564625850341,0.10884353741496597,positivo
aiai,0.8928571428571429,0.10714285714285714,positivo
entupidos,0.3636363636363637,0.6363636363636364,negativo
bavette,0.6428571428571429,0.35714285714285715,positivo
crutons,0.75,0.25,positivo
desapontadora,0.0,1.0,negativo
segredo,0.9498480243161094,0.050151975683890584,positivo
observadora,0.8,0.2,positivo
bacteriana,0.0,1.0,negativo
babata,0.9166666666666666,0.08333333333333333,positivo
pitts,0.875,0.125,positivo
transbordante,1.0,0.0,positivo
garantidas,0.9583333333333334,0.04166666666666666,positivo
refratária,0.75,0.25,positivo
pretendente,1.0,0.0,positivo
portenha,0.8627450980392157,0.13725490196078433,positivo
anuais,1.0,0.0,positivo
dominicais,1.0,0.0,positivo
capresi,0.9473684210526316,0.05263157894736842,positivo
mal-educadas,0.25,0.75,negativo
sel-service,0.9411764705882352,0.05882352941176471,positivo
sendi,0.4,0.6,negativo
viários,1.0,0.0,positivo
garrafinha,0.6966666666666667,0.3033333333333333,positivo
recheadíssimos,1.0,0.0,positivo
oootimo,0.8823529411764706,0.1176470588235294,positivo
hadock,0.8684210526315791,0.13157894736842105,positivo
entradinhas,0.9664981036662452,0.033501896333754735,positivo
nautico,0.9411764705882352,0.05882352941176471,positivo
contrários,0.8,0.2,positivo
amaretto,0.8421052631578947,0.15789473684210525,positivo
tenebrosos,0.3333333333333333,0.6666666666666666,negativo
fominha,0.9871794871794872,0.01282051282051282,positivo
incansavel,0.6818181818181818,0.3181818181818182,positivo
ininterruptos,1.0,0.0,positivo
direcionais,1.0,0.0,positivo
principal-,0.9,0.1,positivo
babum,1.0,0.0,positivo
fosca,0.8571428571428571,0.14285714285714285,positivo
sueco,0.9,0.1,positivo
automatizada,0.8571428571428571,0.14285714285714285,positivo
ideiais,1.0,0.0,positivo
amazonia,0.9793814432989691,0.020618556701030927,positivo
proveitosas,1.0,0.0,positivo
agradavl,1.0,0.0,positivo
reversa,0.6666666666666666,0.3333333333333333,positivo
fiél,1.0,0.0,positivo
inoportunos,1.0,0.0,positivo
expremido,0.6,0.4,positivo
caidinha,0.7142857142857143,0.2857142857142857,positivo
wanchako,0.90234375,0.09765625,positivo
hibiscos,0.943661971830986,0.056338028169014086,positivo
parrilheiro,0.935483870967742,0.06451612903225806,positivo
classificaria,0.7457627118644068,0.2542372881355932,positivo
road,0.9076086956521741,0.09239130434782608,positivo
orquestrado,0.9523809523809524,0.047619047619047616,positivo
liberados,0.7948717948717948,0.20512820512820512,positivo
com.um,1.0,0.0,positivo
capibaribe,1.0,0.0,positivo
escandalosas,1.0,0.0,positivo
imorais,0.75,0.25,positivo
haddock,0.8977777777777778,0.10222222222222224,positivo
sanduiche,0.9173866090712745,0.0826133909287257,positivo
maravilhoooooosa,1.0,0.0,positivo
química,0.696969696969697,0.30303030303030304,positivo
acessíve,0.9866599199595196,0.013340080040480243,positivo
camarones,0.975609756097561,0.024390243902439025,positivo
deicioso,1.0,0.0,positivo
prometido,0.7231543624161074,0.27684563758389263,positivo
chocolatudo,1.0,0.0,positivo
porpetas,0.7931034482758621,0.20689655172413796,positivo
mangiato,0.8,0.2,positivo
sorrentina,0.8461538461538461,0.15384615384615385,positivo
jogado,0.2474012474012474,0.7525987525987526,negativo
repulsiva,0.4,0.6,negativo
bluefin,1.0,0.0,positivo
froozen,0.9333333333333332,0.06666666666666668,positivo
palavrão,0.4545454545454545,0.5454545454545454,negativo
colateral,1.0,0.0,positivo
traquila,0.9230769230769232,0.07692307692307693,positivo
marisco,0.9346590909090908,0.06534090909090909,positivo
perdigão,0.25,0.75,negativo
maravilhoras,0.8,0.2,positivo
intransponível,1.0,0.0,positivo
ciclete,0.9583333333333334,0.04166666666666666,positivo
apertadíssima,0.6666666666666666,0.3333333333333333,positivo
compridas,0.9411764705882352,0.05882352941176471,positivo
signature,0.875,0.125,positivo
sinônimos,0.8181818181818182,0.18181818181818185,positivo
portuário,0.7142857142857143,0.2857142857142857,positivo
vááárias,0.6666666666666666,0.3333333333333333,positivo
impressas,0.6666666666666666,0.3333333333333333,positivo
navarro,0.935483870967742,0.06451612903225806,positivo
afeto,0.913907284768212,0.08609271523178808,positivo
mazzano,0.9021739130434784,0.09782608695652174,positivo
àrabes,1.0,0.0,positivo
envergonhada,0.11864406779661014,0.8813559322033898,negativo
ecologico,1.0,0.0,positivo
fetutini,1.0,0.0,positivo
civis,0.6666666666666666,0.3333333333333333,positivo
trancados,0.16666666666666666,0.8333333333333334,negativo
tijucana,1.0,0.0,positivo
retirado,0.4747474747474748,0.5252525252525253,negativo
funcionante,0.75,0.25,positivo
atendimento!o,1.0,0.0,positivo
porro,0.6551724137931034,0.3448275862068966,positivo
relachante,1.0,0.0,positivo
controversas,1.0,0.0,positivo
madeleine,0.9642857142857144,0.03571428571428571,positivo
beneditino,0.8636363636363636,0.13636363636363635,positivo
surpeende,0.9333333333333332,0.06666666666666668,positivo
registrados,0.5357142857142857,0.4642857142857143,positivo
amolecido,0.125,0.875,negativo
totalmete,0.2,0.8,negativo
retrasada,0.6923076923076923,0.3076923076923077,positivo
inimaginavel,0.8888888888888888,0.1111111111111111,positivo
preconceito,0.8467336683417085,0.15326633165829145,positivo
litrão,0.8571428571428571,0.14285714285714285,positivo
amplia,0.9535147392290251,0.046485260770975055,positivo
sinalizada,0.7837837837837838,0.21621621621621626,positivo
super-charmoso,1.0,0.0,positivo
inlusive,1.0,0.0,positivo
shoio,0.6538461538461539,0.3461538461538461,positivo
italianinho,1.0,0.0,positivo
artisanal,1.0,0.0,positivo
bacada,1.0,0.0,positivo
acelerada,0.875,0.125,positivo
umidificadores,0.9411764705882352,0.05882352941176471,positivo
razoåvel,1.0,0.0,positivo
vigorosa,0.7142857142857143,0.2857142857142857,positivo
triple,0.9743589743589745,0.02564102564102564,positivo
incrementadas,1.0,0.0,positivo
reutilizáveis,1.0,0.0,positivo
importador,1.0,0.0,positivo
cointreau,0.8684210526315791,0.13157894736842105,positivo
multicolorido,1.0,0.0,positivo
quentíssimas,1.0,0.0,positivo
soju,1.0,0.0,positivo
thaylane,1.0,0.0,positivo
antiguinha,1.0,0.0,positivo
muchos,0.4166666666666667,0.5833333333333334,negativo
promocao,0.8114754098360656,0.1885245901639344,positivo
unilateral,0.5,0.5,negativo
seríssimo,0.4,0.6,negativo
basic,0.7626494940202392,0.2373505059797608,positivo
adormecida,0.7777777777777778,0.2222222222222222,positivo
reconhecível,0.24,0.76,negativo
entrada-,0.9393939393939394,0.060606060606060615,positivo
historicos,1.0,0.0,positivo
desmotivada,0.2,0.8,negativo
arrasados,0.2,0.8,negativo
